scorer,DeepCut_resnet50_eyes_onlyJan25shuffle1_350000,DeepCut_resnet50_eyes_onlyJan25shuffle1_350000,DeepCut_resnet50_eyes_onlyJan25shuffle1_350000,DeepCut_resnet50_eyes_onlyJan25shuffle1_350000,DeepCut_resnet50_eyes_onlyJan25shuffle1_350000,DeepCut_resnet50_eyes_onlyJan25shuffle1_350000,DeepCut_resnet50_eyes_onlyJan25shuffle1_350000,DeepCut_resnet50_eyes_onlyJan25shuffle1_350000,DeepCut_resnet50_eyes_onlyJan25shuffle1_350000,DeepCut_resnet50_eyes_onlyJan25shuffle1_350000,DeepCut_resnet50_eyes_onlyJan25shuffle1_350000,DeepCut_resnet50_eyes_onlyJan25shuffle1_350000
bodyparts,left-eye-outer,left-eye-outer,left-eye-outer,left-eye-inner,left-eye-inner,left-eye-inner,right-eye-outer,right-eye-outer,right-eye-outer,right-eye-inner,right-eye-inner,right-eye-inner
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
6725,267.0949692726135,63.18601059913635,1.0,248.75766468048096,54.44299006462097,1.0,60.46212100982666,65.29369354248047,1.0,70.1894018650055,53.704294204711914,1.0
6726,267.1892681121826,62.061368227005005,1.0,249.78073692321777,53.745944142341614,1.0,61.6345374584198,66.4020791053772,1.0,71.36006999015808,54.001540660858154,1.0
6727,266.3991894721985,62.747020959854126,1.0,248.8151149749756,54.447879791259766,1.0,60.45921611785889,66.00974702835083,1.0,73.74115228652954,54.94808030128479,1.0
6728,266.68370151519775,63.64224290847778,1.0,249.1683235168457,54.794816732406616,1.0,60.459503173828125,63.791746854782104,1.0,72.17857837677002,55.09021615982056,1.0
6729,266.5601592063904,64.24611234664917,1.0,249.64429330825806,54.7092182636261,1.0,61.93649399280548,65.74369049072266,1.0,73.43807411193848,55.25254559516907,1.0
6730,265.9906735420227,63.417723655700684,1.0,248.78133583068848,54.537286043167114,1.0,62.27082419395447,68.01834106445312,1.0,73.33986568450928,56.31011915206909,1.0
6731,266.4849615097046,63.78213095664978,1.0,248.7047381401062,54.554442405700684,1.0,61.344895362854004,65.82954835891724,1.0,72.84551906585693,54.715293645858765,1.0
6732,266.79488039016724,63.63026285171509,1.0,249.622004032135,54.438257932662964,1.0,61.44822859764099,67.03298854827881,1.0,70.93222522735596,55.23943305015564,1.0
6733,267.12835121154785,62.924643754959106,1.0,249.68980073928833,53.814090609550476,1.0,62.36491537094116,66.61028528213501,1.0,72.88453197479248,54.785701751708984,1.0
6734,266.9740562438965,63.60771870613098,1.0,248.65020179748535,54.30779790878296,1.0,62.45902395248413,67.47525691986084,1.0,73.09450817108154,56.17848777770996,1.0
6735,266.8759431838989,64.18628263473511,1.0,247.55636596679688,54.900946378707886,1.0,62.62179183959961,67.04712057113647,1.0,72.75141954421997,55.766183614730835,1.0
6736,267.2949357032776,62.924476861953735,1.0,249.46407222747803,54.2742657661438,1.0,61.51075196266174,66.82564735412598,1.0,72.43705701828003,54.75349259376526,1.0
6737,267.02224493026733,62.45234394073486,1.0,249.25059366226196,54.62067914009094,1.0,62.04260277748108,67.16280126571655,1.0,72.77950763702393,54.94097566604614,1.0
6738,266.94117307662964,63.631531715393066,1.0,249.07649850845337,54.42530655860901,1.0,60.235777854919434,65.48443937301636,1.0,72.32157182693481,55.03592538833618,1.0
6739,268.15785026550293,63.32660627365112,1.0,249.78759956359863,53.29734468460083,1.0,59.678992450237274,67.72983026504517,1.0,72.62432050704956,55.23930335044861,1.0
6740,267.1678891181946,63.88521909713745,1.0,248.25225496292114,55.00814390182495,1.0,58.252527713775635,66.09252786636353,1.0,72.55858850479126,54.492114782333374,1.0
6741,268.84917545318604,63.740601778030396,1.0,248.63229513168335,54.30461812019348,1.0,58.03990983963013,65.62239599227905,1.0,71.45158553123474,54.227492570877075,1.0
6742,267.78114128112793,63.77529835700989,1.0,249.06839179992676,54.34663271903992,1.0,58.11049032211304,66.24426221847534,1.0,70.2296633720398,53.949289321899414,1.0
6743,267.69498348236084,63.74749827384949,1.0,249.1149959564209,54.25650596618652,1.0,58.74466013908386,67.35229158401489,1.0,73.58149671554565,54.81084966659546,1.0
6744,267.8049383163452,63.792704820632935,1.0,249.0269956588745,53.2645024061203,1.0,60.35477665066719,68.55567264556885,1.0,73.84655094146729,54.88064432144165,1.0
6745,268.006272315979,64.62625932693481,1.0,248.11361503601074,53.74612617492676,1.0,59.04462426900864,68.21315860748291,1.0,72.9745740890503,53.293827056884766,1.0
6746,267.53846740722656,65.56671714782715,1.0,247.9874997138977,54.533997774124146,1.0,59.73484021425247,67.70836925506592,1.0,73.44987344741821,55.27030158042908,1.0
6747,267.11419677734375,64.71265506744385,1.0,247.702565908432,54.00383114814758,1.0,58.63271141052246,66.3837537765503,1.0,72.54082250595093,54.005859375,1.0
6748,267.16610383987427,64.51115894317627,1.0,249.72925806045532,53.753743171691895,1.0,60.28224381804466,68.1259355545044,1.0,73.2474012374878,55.06346416473389,1.0
6749,267.0386610031128,64.63882064819336,1.0,248.51519584655762,53.541996121406555,1.0,60.435532361269,67.95016145706177,1.0,73.00579309463501,54.862504720687866,1.0
6750,267.6634941101074,63.8410210609436,1.0,249.11545372009277,52.03683567047119,1.0,59.94391242787242,67.64307594299316,1.0,71.59106302261353,53.93584060668945,1.0
6751,266.9148359298706,64.46303606033325,1.0,248.16932439804077,53.97146224975586,1.0,60.30091094970703,65.73194599151611,1.0,72.54033327102661,53.0205602645874,1.0
6752,267.9507541656494,62.64501118659973,1.0,249.66295099258423,51.4426064491272,1.0,59.47030067443848,66.14516496658325,1.0,71.93903660774231,53.645506858825684,1.0
6753,268.04083919525146,64.01470947265625,1.0,248.76940774917603,52.30014514923096,1.0,58.603883266448975,64.89013195037842,1.0,72.57118082046509,52.68684482574463,1.0
6754,267.0759882926941,65.21254348754883,1.0,248.34589862823486,54.318928718566895,1.0,58.721532344818115,65.06603813171387,1.0,72.85306882858276,53.15832805633545,1.0
6755,267.593186378479,64.73804426193237,1.0,247.86384296417236,54.76065707206726,1.0,59.46770763397217,65.47736978530884,1.0,73.05589723587036,52.773244857788086,1.0
6756,266.8631443977356,64.60248327255249,1.0,248.07002019882202,53.8725643157959,1.0,57.808584690093994,65.55947160720825,1.0,72.83684873580933,52.97039318084717,1.0
6757,267.2056260108948,64.36851692199707,1.0,248.22176837921143,53.49209785461426,1.0,58.046066761016846,65.72199153900146,1.0,73.00551271438599,53.07456398010254,1.0
6758,267.4297423362732,64.0920991897583,1.0,248.257670879364,53.059749484062195,1.0,58.02728986740112,65.12946510314941,1.0,73.7115535736084,52.81561470031738,1.0
6759,267.22414541244507,63.72880244255066,1.0,248.25040864944458,52.570016860961914,1.0,59.63751411437988,65.4640760421753,1.0,73.85545682907104,52.999895095825195,1.0
6760,266.29933404922485,63.78431177139282,1.0,247.9127595424652,53.05548584461212,1.0,59.16006302833557,64.77650356292725,1.0,73.17584419250488,52.54489040374756,1.0
6761,266.342547416687,64.05405759811401,1.0,247.8631694316864,52.44647407531738,1.0,58.762465476989746,64.89795875549316,1.0,73.35767126083374,52.198429107666016,1.0
6762,266.6423559188843,64.22892570495605,1.0,248.52253818511963,52.69913291931152,1.0,58.65030860900879,65.34373426437378,1.0,73.67561054229736,52.82751178741455,1.0
6763,265.60043001174927,64.82881498336792,1.0,247.23662996292114,52.82585334777832,1.0,59.044546127319336,65.99664449691772,1.0,72.35470390319824,53.19285297393799,1.0
6764,266.3465509414673,63.993035316467285,1.0,248.06028985977173,53.02988243103027,1.0,59.20089155435562,65.4036512374878,1.0,73.50524044036865,52.64621448516846,1.0
6765,266.0956664085388,63.42336368560791,1.0,248.32118940353394,52.51569938659668,1.0,60.45559561252594,66.00518703460693,1.0,73.21728277206421,52.73699474334717,1.0
6766,265.5081615447998,64.91906356811523,1.0,247.1316728591919,55.31972098350525,1.0,59.60960325598717,64.50885772705078,1.0,71.80556130409241,52.286617279052734,1.0
6767,265.98995304107666,64.70709228515625,1.0,246.6771137714386,54.3949179649353,1.0,59.555096596479416,64.65728664398193,1.0,73.16380739212036,52.08595848083496,1.0
6768,265.7516655921936,63.50636124610901,1.0,246.7432541847229,54.6830735206604,1.0,60.52433955669403,65.16096019744873,1.0,73.92045164108276,52.56992530822754,1.0
6769,265.1363868713379,64.55479669570923,1.0,246.74086666107178,55.54361128807068,1.0,59.126075863838196,65.02683162689209,1.0,73.23835706710815,52.37034225463867,1.0
6770,266.31519889831543,64.21738147735596,1.0,246.7233362197876,54.67383813858032,1.0,59.563267797231674,64.5221996307373,1.0,74.65887784957886,51.98202133178711,1.0
6771,266.4610962867737,64.7851152420044,1.0,247.56445860862732,53.81364321708679,1.0,59.9207501411438,64.4013147354126,1.0,73.86182355880737,52.0408296585083,1.0
6772,266.13654708862305,64.16604614257812,1.0,248.4155249595642,52.806796073913574,1.0,58.9354829788208,64.62423467636108,1.0,74.0063123703003,52.982303619384766,1.0
6773,266.6295871734619,63.804757595062256,1.0,248.44623708724976,53.39838707447052,1.0,59.65275752544403,63.994510650634766,1.0,73.1877064704895,51.8886079788208,1.0
6774,267.18598222732544,63.48741436004639,1.0,247.1215295791626,53.167951583862305,1.0,59.38863229751587,64.50422716140747,1.0,74.83541107177734,51.73098278045654,1.0
6775,267.6832914352417,63.35928249359131,1.0,248.35346794128418,52.45986497402191,1.0,60.16528598964214,64.26198196411133,1.0,75.3130898475647,51.10318183898926,1.0
6776,267.0783882141113,63.46439743041992,1.0,248.11217069625854,52.98199653625488,1.0,58.52334225177765,63.45753860473633,1.0,74.50818729400635,51.27218961715698,1.0
6777,266.73880100250244,63.494685649871826,1.0,247.5613899230957,53.8214510679245,1.0,59.290758192539215,64.27299499511719,1.0,74.48082876205444,51.28263998031616,1.0
6778,267.37495470046997,62.32377505302429,1.0,247.85469913482666,53.079416275024414,1.0,60.36259934306145,64.94839096069336,1.0,74.88473796844482,50.626341819763184,1.0
6779,266.5399079322815,64.03570604324341,1.0,246.20042371749878,53.76062488555908,1.0,59.37836790084839,64.44473361968994,1.0,74.82953548431396,51.455952644348145,1.0
6780,266.9184727668762,63.60421943664551,1.0,246.76475882530212,54.15464687347412,1.0,59.818154737353325,64.07477569580078,1.0,73.93320035934448,50.870089530944824,1.0
6781,266.75578022003174,64.2359561920166,1.0,247.64094376564026,52.568185806274414,1.0,58.68331217765808,63.998680114746094,1.0,73.8731575012207,50.6460223197937,1.0
6782,267.666248857975,63.14097499847412,1.0,248.23821353912354,51.938178062438965,1.0,59.23006820678711,64.19550037384033,1.0,74.13302087783813,51.153313636779785,1.0
6783,267.22691822052,63.34718871116638,1.0,247.79493260383606,51.66060495376587,1.0,58.68030118942261,64.11643505096436,1.0,74.28194999694824,49.987812995910645,1.0
6784,266.85330390930176,64.18304777145386,1.0,247.86233687400818,53.27681064605713,1.0,59.71829843521118,64.89949703216553,1.0,74.20672750473022,50.74839639663696,1.0
6785,266.57321786880493,64.16707706451416,1.0,247.2185673713684,53.60617542266846,1.0,58.84641742706299,64.38881015777588,1.0,74.83108758926392,50.909494400024414,1.0
6786,266.48582696914673,64.05119895935059,1.0,247.24542617797852,54.563297510147095,1.0,59.286437690258026,64.56809520721436,1.0,73.68932962417603,50.51194715499878,1.0
6787,266.6079125404358,64.04166173934937,1.0,246.79200649261475,54.26107883453369,1.0,59.01177179813385,64.78938102722168,1.0,73.89071893692017,50.62201404571533,1.0
6788,266.88055419921875,64.4970154762268,1.0,247.58351254463196,54.56595706939697,1.0,57.67881965637207,64.39977836608887,1.0,73.68031883239746,50.61270093917847,1.0
6789,266.92863845825195,64.19478034973145,1.0,247.78030490875244,54.5268189907074,1.0,59.04745101928711,64.64497661590576,1.0,74.58968925476074,51.952889919281006,1.0
6790,266.3924984931946,64.45246744155884,1.0,246.90161275863647,55.19588804244995,1.0,58.95650112628937,65.05155372619629,1.0,75.33726644515991,51.101877212524414,1.0
6791,266.9440493583679,64.70281791687012,1.0,245.83692264556885,55.64068341255188,1.0,58.70967698097229,65.01912021636963,1.0,74.96119499206543,51.488900661468506,1.0
6792,267.0313353538513,64.51871871948242,1.0,246.97550582885742,55.172356843948364,1.0,58.46478343009949,65.04648303985596,1.0,74.64330291748047,51.31382369995117,1.0
6793,266.88934659957886,63.73917818069458,1.0,247.1375653743744,52.86413383483887,1.0,59.14563989639282,65.63427400588989,1.0,75.37876653671265,52.18623733520508,1.0
6794,267.0115852355957,64.41233110427856,1.0,246.54700350761414,53.88543510437012,1.0,59.11514002084732,64.7803783416748,1.0,75.26975011825562,52.16330814361572,1.0
6795,266.75720167160034,64.42535924911499,1.0,246.76620173454285,55.036725997924805,1.0,58.32154059410095,64.74919414520264,1.0,75.3286337852478,51.70837354660034,1.0
6796,266.94734954833984,63.890037059783936,1.0,246.3095304965973,53.793704986572266,1.0,57.487173080444336,64.99254035949707,1.0,75.46551036834717,52.64497470855713,1.0
6797,267.5901985168457,63.74805545806885,1.0,245.79117107391357,54.344929456710815,1.0,56.658103466033936,65.56201887130737,1.0,74.49725580215454,52.22888469696045,1.0
6798,267.6760597229004,63.34374737739563,1.0,246.55159187316895,53.126359939575195,1.0,56.884116649627686,65.29810237884521,1.0,74.76213264465332,51.39463233947754,1.0
6799,268.6317569613457,63.435346603393555,1.0,247.07928895950317,53.091593742370605,1.0,57.248926639556885,65.5814151763916,1.0,75.0694260597229,51.97873115539551,1.0
6800,268.0820074081421,63.61433434486389,1.0,247.05432891845703,52.98169422149658,1.0,57.08129596710205,65.52655410766602,1.0,74.64920854568481,52.10725688934326,1.0
6801,267.5363655090332,63.947067737579346,1.0,246.71253490447998,54.60523581504822,1.0,58.16677665710449,65.67381048202515,1.0,75.17014932632446,52.688164710998535,1.0
6802,268.3189477920532,63.74909162521362,1.0,246.99366855621338,53.86359691619873,1.0,58.030075550079346,65.14461708068848,1.0,74.37631368637085,52.0315523147583,1.0
6803,268.65145206451416,63.92097997665405,1.0,247.08789110183716,54.151150703430176,1.0,59.16584610939026,65.94699382781982,1.0,74.22836399078369,52.49612045288086,1.0
6804,268.2107048034668,64.62349700927734,1.0,246.40725135803223,54.88279676437378,1.0,59.3878259062767,65.97178745269775,1.0,74.8939995765686,52.30380439758301,1.0
6805,268.89958250522614,63.71188259124756,1.0,247.03043580055237,53.328362464904785,1.0,58.107770919799805,64.5892391204834,1.0,74.65080833435059,52.33627414703369,1.0
6806,268.5676956176758,63.453526735305786,1.0,246.95125436782837,53.68830394744873,1.0,59.19221669435501,66.1574935913086,1.0,74.52691125869751,51.5752911567688,1.0
6807,267.983962059021,63.78798031806946,1.0,247.69471836090088,52.918678283691406,1.0,59.15612006187439,65.40603733062744,1.0,74.7766809463501,51.42683267593384,1.0
6808,268.3699245452881,63.406455755233765,1.0,247.63086605072021,52.659852027893066,1.0,59.04494720697403,64.36193656921387,1.0,76.08941459655762,51.35652256011963,1.0
6809,269.9432188272476,63.15040111541748,1.0,247.2700183391571,53.348267555236816,1.0,59.11062026023865,64.5463457107544,1.0,75.09013366699219,51.31142520904541,1.0
6810,269.36909770965576,63.53760814666748,1.0,248.14257764816284,52.77460193634033,1.0,59.592029452323914,64.5840835571289,1.0,76.10830020904541,50.929139137268066,1.0
6811,270.10445404052734,63.653693199157715,1.0,248.5184769630432,52.114662170410156,1.0,58.97666370868683,63.93139171600342,1.0,76.24973678588867,50.963600158691406,1.0
6812,268.5413513183594,63.603147983551025,1.0,248.39934539794922,52.81947994232178,1.0,58.80038809776306,64.24774265289307,1.0,75.26965618133545,50.51836109161377,1.0
6813,268.4151840209961,63.75420331954956,1.0,247.76432943344116,52.78880214691162,1.0,59.06275802850723,64.49863910675049,1.0,76.41005802154541,50.18780326843262,1.0
6814,268.37403297424316,63.922582149505615,1.0,248.2138900756836,52.937705993652344,1.0,59.02405536174774,64.48594093322754,1.0,75.5243935585022,50.478188037872314,1.0
6815,268.2882080078125,64.1302695274353,1.0,247.86116790771484,53.862457275390625,1.0,58.457104206085205,64.0985860824585,1.0,76.11815452575684,50.5162467956543,1.0
6816,267.6858534812927,64.09730577468872,1.0,246.46767711639404,54.9253613948822,1.0,59.05965846776962,64.4926118850708,1.0,76.07192134857178,50.50212478637695,1.0
6817,268.3467607498169,63.282212257385254,1.0,247.48539996147156,53.698073387145996,1.0,58.91763949394226,64.59414863586426,1.0,75.25231409072876,50.57472324371338,1.0
6818,268.40717029571533,63.981653451919556,1.0,248.12458086013794,53.45331382751465,1.0,58.64702010154724,63.13270568847656,1.0,76.60201930999756,49.67313814163208,1.0
6819,268.38780975341797,64.12647151947021,1.0,246.9190092086792,53.90897750854492,1.0,59.05882078409195,64.86871242523193,1.0,75.85435485839844,51.64161205291748,1.0
6820,267.84769582748413,64.02050542831421,1.0,247.0394139289856,54.302454471588135,1.0,58.88529396057129,65.08545017242432,1.0,75.13048601150513,51.13466167449951,1.0
6821,267.86245346069336,65.32947492599487,1.0,247.06222319602966,53.05496788024902,1.0,57.49436140060425,63.53602981567383,1.0,76.27827644348145,49.73172187805176,1.0
6822,268.0415840148926,64.46103763580322,1.0,248.1348900794983,52.41574573516846,1.0,58.44833445549011,65.26039600372314,1.0,75.24894857406616,51.26356267929077,1.0
6823,267.8969941139221,65.14484930038452,1.0,246.9786720275879,54.64430570602417,1.0,58.49581038951874,64.98783302307129,1.0,74.68349981307983,52.10896301269531,1.0
6824,267.87563467025757,65.25562953948975,1.0,246.83346819877625,52.88630485534668,1.0,58.30135107040405,64.70020389556885,1.0,75.21758031845093,51.25431728363037,1.0
6825,267.8615837097168,65.09608554840088,1.0,247.5049352645874,53.40694713592529,1.0,57.658904790878296,65.02851390838623,1.0,75.59584283828735,51.20913219451904,1.0
6826,266.9332642555237,66.19204998016357,1.0,247.48893785476685,54.41147994995117,1.0,58.53375947475433,64.99227142333984,1.0,75.27236270904541,50.700931549072266,1.0
6827,267.05854177474976,65.65957736968994,1.0,246.8994963169098,53.412123680114746,1.0,58.094056248664856,63.893476486206055,1.0,75.17411661148071,50.231048583984375,1.0
6828,267.1179075241089,66.5921196937561,1.0,245.7823944091797,55.86611461639404,1.0,57.07966661453247,64.14491176605225,1.0,75.56682872772217,51.25833559036255,1.0
6829,267.24203634262085,65.74045419692993,1.0,246.35689091682434,53.80862903594971,1.0,58.60396885871887,65.32337188720703,1.0,75.8765058517456,50.99093770980835,1.0
6830,267.23258876800537,64.93839168548584,1.0,246.590345621109,53.23061943054199,1.0,58.41290807723999,65.80878210067749,1.0,74.88772249221802,51.247655391693115,1.0
6831,267.15485763549805,65.63383531570435,1.0,247.19923734664917,53.33697319030762,1.0,58.30709648132324,65.18988037109375,1.0,75.29249382019043,51.34441041946411,1.0
6832,266.91365242004395,64.42630195617676,1.0,246.76810812950134,52.72711658477783,1.0,58.62558364868164,64.414231300354,1.0,74.79038000106812,51.23662757873535,1.0
6833,267.7330894470215,64.69921398162842,1.0,246.61269545555115,52.7962760925293,1.0,58.244195103645325,65.45372772216797,1.0,75.49275064468384,51.02030277252197,1.0
6834,267.791127204895,64.0758957862854,1.0,245.8573635816574,52.566144943237305,1.0,58.88570034503937,64.55949687957764,1.0,76.04482364654541,51.256089210510254,1.0
6835,267.46257495880127,64.39464282989502,1.0,245.84467732906342,52.545111656188965,1.0,58.71890187263489,65.6397533416748,1.0,75.49653959274292,52.1133918762207,1.0
6836,267.3084354400635,64.75856971740723,1.0,246.32375121116638,52.56469249725342,1.0,59.017185151576996,65.44863891601562,1.0,74.89067220687866,51.774285316467285,1.0
6837,267.18371534347534,64.6466965675354,1.0,246.53392839431763,52.55982685089111,1.0,59.11109495162964,65.34113788604736,1.0,75.18057298660278,51.57825231552124,1.0
6838,267.74393033981323,63.21304631233215,1.0,247.37184023857117,52.03145408630371,1.0,58.073460936546326,64.9010877609253,1.0,74.64233589172363,51.41311502456665,1.0
6839,267.4236841201782,64.12834167480469,1.0,246.94116950035095,53.25820255279541,1.0,58.73874545097351,65.05256175994873,1.0,74.78673505783081,52.20766258239746,1.0
6840,267.89673709869385,63.56740760803223,1.0,247.00084352493286,53.112568855285645,1.0,57.911051988601685,64.70844268798828,1.0,74.84274387359619,51.51766061782837,1.0
6841,267.8148670196533,63.42808485031128,1.0,246.07815265655518,53.44571304321289,1.0,58.619906306266785,65.19442844390869,1.0,73.92278051376343,52.31586265563965,1.0
6842,268.41841888427734,63.6544771194458,1.0,247.96271634101868,51.90562057495117,1.0,58.957297682762146,64.72128582000732,1.0,74.94073009490967,51.05625534057617,1.0
6843,267.8241686820984,63.652482748031616,1.0,247.52765250205994,52.824769020080566,1.0,57.6196129322052,64.68468189239502,1.0,76.40798377990723,51.53609228134155,1.0
6844,269.49001598358154,62.94707369804382,1.0,247.87359642982483,52.69984149932861,1.0,57.71766138076782,64.82756567001343,1.0,76.61208438873291,51.53520965576172,1.0
6845,268.2841510772705,64.11027336120605,1.0,247.54737281799316,53.04053497314453,1.0,57.238932371139526,64.47310447692871,1.0,76.49540042877197,51.00648641586304,1.0
6846,268.0732297897339,64.33252048492432,1.0,247.752605676651,52.381343841552734,1.0,56.230897665023804,63.627214431762695,1.0,75.71148204803467,50.477811336517334,1.0
6847,267.4918670654297,64.449471950531,1.0,246.61278080940247,52.76594543457031,1.0,56.611414194107056,64.54188537597656,1.0,77.98542976379395,50.761024475097656,1.0
6848,268.05026721954346,64.32889795303345,1.0,246.95691108703613,52.772682189941406,1.0,56.89391016960144,63.379488945007324,1.0,77.73602676391602,50.61013603210449,1.0
6849,267.9332809448242,64.28166675567627,1.0,246.10809993743896,55.09037446975708,1.0,57.307754039764404,64.18957328796387,1.0,77.87424087524414,50.071502685546875,1.0
6850,267.5218515396118,64.78027057647705,1.0,246.0851345062256,55.194188356399536,1.0,57.74350666999817,64.18429374694824,1.0,77.61293888092041,49.882728576660156,1.0
6851,268.312273979187,64.04273128509521,1.0,246.5922384262085,54.476810693740845,1.0,57.0445454120636,63.66688537597656,1.0,77.68040370941162,50.40722179412842,1.0
6852,269.6079853773117,63.28544330596924,1.0,246.34322667121887,53.51866817474365,1.0,58.008126616477966,64.55706596374512,1.0,77.12206172943115,50.28651571273804,1.0
6853,269.4192159175873,63.2000617980957,1.0,246.80036783218384,53.45305347442627,1.0,56.686522006988525,64.0822582244873,1.0,76.97394275665283,51.006975173950195,1.0
6854,268.4489269256592,63.40910887718201,1.0,246.91532564163208,53.12625598907471,1.0,57.467825174331665,64.21524810791016,1.0,76.9359769821167,51.09879779815674,1.0
6855,269.2462933063507,63.54157829284668,1.0,247.7700035572052,53.19683265686035,1.0,56.63892841339111,64.15093994140625,1.0,75.9455099105835,51.19252395629883,1.0
6856,269.99158334732056,63.02613639831543,1.0,247.04095935821533,53.12099552154541,1.0,57.58478093147278,64.62904834747314,1.0,76.58328437805176,50.579532623291016,1.0
6857,271.2178301811218,61.7573356628418,1.0,247.14893698692322,53.464388847351074,1.0,57.475295543670654,65.01649570465088,1.0,77.48773670196533,51.009445667266846,1.0
6858,270.8174879550934,61.30131244659424,1.0,246.61184549331665,52.81874465942383,1.0,56.8555588722229,64.0335636138916,1.0,77.26094627380371,50.87662315368652,1.0
6859,270.3745357990265,62.26902103424072,1.0,246.68646001815796,52.80060291290283,1.0,58.022767066955566,64.53499984741211,1.0,76.20017337799072,51.0668740272522,1.0
6860,269.8801451921463,63.04991054534912,1.0,246.97506594657898,52.8121976852417,1.0,57.99810171127319,64.51149272918701,1.0,76.06764888763428,50.76845979690552,1.0
6861,269.31562328338623,63.27380657196045,1.0,246.6523745059967,52.300100326538086,1.0,57.574198484420776,65.38292503356934,1.0,76.41551494598389,51.247785568237305,1.0
6862,269.30063939094543,62.869120597839355,1.0,246.92705464363098,52.29257774353027,1.0,57.34072756767273,64.38596725463867,1.0,77.05602169036865,51.12566518783569,1.0
6863,269.5317189693451,63.36034870147705,1.0,245.4587506055832,53.730164527893066,1.0,57.970462799072266,64.3595085144043,1.0,74.8242735862732,51.113699436187744,1.0
6864,269.0896986722946,62.57903861999512,1.0,246.3342273235321,52.62784290313721,1.0,58.165141582489014,63.76561641693115,1.0,74.91050720214844,51.18741703033447,1.0
6865,270.75836420059204,61.5322208404541,1.0,246.49267578125,52.84398555755615,1.0,58.146406173706055,63.92671775817871,1.0,75.42851257324219,51.324828147888184,1.0
6866,270.47659516334534,61.8124942779541,1.0,246.632746219635,52.60098457336426,1.0,58.48096215724945,64.60836219787598,1.0,75.50584888458252,51.600497245788574,1.0
6867,271.5249300003052,60.99491214752197,1.0,246.80964612960815,52.56690788269043,1.0,58.85029983520508,63.66342544555664,1.0,75.95436906814575,50.637903690338135,1.0
6868,270.3833394050598,61.957072257995605,1.0,246.69647455215454,53.106417655944824,1.0,59.44449609518051,65.44154834747314,1.0,75.79574728012085,51.47985076904297,1.0
6869,268.95180797576904,63.4348406791687,1.0,245.96601629257202,53.64357376098633,1.0,58.72767794132233,65.17886257171631,1.0,75.98719215393066,50.72086000442505,1.0
6870,270.01205492019653,62.75156116485596,1.0,246.2714605331421,53.51287651062012,1.0,58.579405188560486,64.30286026000977,1.0,75.89057111740112,50.016794204711914,1.0
6871,269.62943851947784,62.802358627319336,1.0,246.03339099884033,53.94672203063965,1.0,58.30150520801544,64.51048755645752,1.0,76.10567474365234,50.689855098724365,1.0
6872,268.6453456878662,63.31084203720093,1.0,246.8797070980072,53.7355432510376,1.0,58.63082683086395,65.43103790283203,1.0,74.26725769042969,51.11837816238403,1.0
6873,268.4829387664795,63.438369274139404,1.0,246.3014612197876,55.225738286972046,1.0,57.914955854415894,64.16460609436035,1.0,75.8216781616211,50.82473278045654,1.0
6874,268.2566919326782,63.691110134124756,1.0,246.48089122772217,54.45536231994629,1.0,58.438764214515686,64.55295658111572,1.0,75.45132970809937,51.00789737701416,1.0
6875,269.1079444885254,63.19378352165222,1.0,246.8792884349823,53.39764595031738,1.0,58.414997816085815,64.98043060302734,1.0,76.01769733428955,52.03452014923096,1.0
6876,268.8247305750847,63.16408443450928,1.0,246.73573565483093,53.76869010925293,1.0,58.87337052822113,65.46927642822266,1.0,76.1925802230835,51.15907335281372,1.0
6877,269.274694442749,63.19508767127991,1.0,247.22862100601196,53.515445709228516,1.0,57.881301403045654,65.27533054351807,1.0,75.85430192947388,51.554115772247314,1.0
6878,268.3313217163086,63.245858907699585,1.0,245.7279453277588,55.83153438568115,1.0,57.74432945251465,64.6103687286377,1.0,76.25057792663574,51.02625513076782,1.0
6879,268.16780281066895,64.11719703674316,1.0,246.32142972946167,54.0617094039917,1.0,57.82627511024475,64.38208484649658,1.0,76.23753261566162,50.45110750198364,1.0
6880,268.65915870666504,63.603716135025024,1.0,245.98602712154388,53.73678970336914,1.0,58.21510374546051,64.27548694610596,1.0,76.55682563781738,51.23616361618042,1.0
6881,268.9307737350464,63.18158555030823,1.0,246.1461730003357,54.176453590393066,1.0,58.281697392463684,64.8554220199585,1.0,76.20549297332764,50.50694513320923,1.0
6882,268.4972171783447,64.18450355529785,1.0,245.47265338897705,53.79274082183838,1.0,58.09674310684204,65.45145416259766,1.0,75.49761056900024,51.816633224487305,1.0
6883,268.7031497955322,63.5627064704895,1.0,246.12468576431274,53.240580558776855,1.0,57.98200869560242,64.49531173706055,1.0,76.45450019836426,50.64089107513428,1.0
6884,269.0866746902466,63.398011207580566,1.0,246.62240719795227,52.57115173339844,1.0,58.26312494277954,64.94041872024536,1.0,76.85970401763916,51.38347864151001,1.0
6885,269.0452651977539,63.27380728721619,1.0,246.36719727516174,53.41192054748535,1.0,58.06768989562988,64.62029361724854,1.0,77.87250232696533,50.14487981796265,1.0
6886,268.71324634552,63.58670520782471,1.0,246.03760719299316,54.94199991226196,1.0,57.93802261352539,65.14723587036133,1.0,76.10095882415771,51.13200283050537,1.0
