143000, 0.00326, 0.02
144000, 0.00325, 0.02
145000, 0.00322, 0.02
146000, 0.00316, 0.02
147000, 0.00314, 0.02
148000, 0.00322, 0.02
149000, 0.00303, 0.02
150000, 0.00325, 0.02
151000, 0.00318, 0.02
152000, 0.00315, 0.02
153000, 0.00330, 0.02
154000, 0.00308, 0.02
155000, 0.00312, 0.02
156000, 0.00310, 0.02
157000, 0.00313, 0.02
158000, 0.00296, 0.02
159000, 0.00304, 0.02
160000, 0.00307, 0.02
161000, 0.00304, 0.02
162000, 0.00304, 0.02
163000, 0.00294, 0.02
164000, 0.00303, 0.02
165000, 0.00309, 0.02
166000, 0.00293, 0.02
167000, 0.00299, 0.02
168000, 0.00297, 0.02
169000, 0.00292, 0.02
170000, 0.00303, 0.02
171000, 0.00296, 0.02
172000, 0.00286, 0.02
173000, 0.00296, 0.02
174000, 0.00294, 0.02
175000, 0.00307, 0.02
176000, 0.00283, 0.02
177000, 0.00290, 0.02
178000, 0.00278, 0.02
179000, 0.00295, 0.02
180000, 0.00301, 0.02
181000, 0.00293, 0.02
182000, 0.00289, 0.02
183000, 0.00296, 0.02
184000, 0.00289, 0.02
185000, 0.00292, 0.02
186000, 0.00280, 0.02
187000, 0.00292, 0.02
188000, 0.00290, 0.02
189000, 0.00287, 0.02
190000, 0.00300, 0.02
191000, 0.00294, 0.02
192000, 0.00282, 0.02
193000, 0.00289, 0.02
194000, 0.00292, 0.02
195000, 0.00277, 0.02
196000, 0.00286, 0.02
197000, 0.00278, 0.02
198000, 0.00277, 0.02
199000, 0.00286, 0.02
200000, 0.00278, 0.02
201000, 0.00284, 0.02
202000, 0.00274, 0.02
203000, 0.00280, 0.02
204000, 0.00284, 0.02
205000, 0.00275, 0.02
206000, 0.00266, 0.02
207000, 0.00266, 0.02
208000, 0.00273, 0.02
209000, 0.00281, 0.02
210000, 0.00275, 0.02
211000, 0.00276, 0.02
212000, 0.00263, 0.02
213000, 0.00271, 0.02
214000, 0.00273, 0.02
215000, 0.00267, 0.02
216000, 0.00277, 0.02
217000, 0.00277, 0.02
218000, 0.00269, 0.02
219000, 0.00265, 0.02
220000, 0.00263, 0.02
221000, 0.00261, 0.02
222000, 0.00260, 0.02
223000, 0.00261, 0.02
224000, 0.00272, 0.02
225000, 0.00251, 0.02
226000, 0.00262, 0.02
227000, 0.00255, 0.02
228000, 0.00260, 0.02
229000, 0.00262, 0.02
230000, 0.00282, 0.02
231000, 0.00276, 0.02
232000, 0.00256, 0.02
233000, 0.00256, 0.02
234000, 0.00258, 0.02
235000, 0.00258, 0.02
236000, 0.00259, 0.02
237000, 0.00263, 0.02
238000, 0.00251, 0.02
239000, 0.00254, 0.02
240000, 0.00258, 0.02
241000, 0.00264, 0.02
242000, 0.00265, 0.02
243000, 0.00247, 0.02
244000, 0.00252, 0.02
245000, 0.00260, 0.02
246000, 0.00264, 0.02
247000, 0.00260, 0.02
248000, 0.00265, 0.02
249000, 0.00254, 0.02
250000, 0.00254, 0.02
251000, 0.00256, 0.02
252000, 0.00250, 0.02
253000, 0.00254, 0.02
254000, 0.00245, 0.02
255000, 0.00255, 0.02
256000, 0.00260, 0.02
257000, 0.00248, 0.02
258000, 0.00256, 0.02
259000, 0.00248, 0.02
260000, 0.00246, 0.02
261000, 0.00247, 0.02
262000, 0.00247, 0.02
263000, 0.00244, 0.02
264000, 0.00241, 0.02
265000, 0.00240, 0.02
266000, 0.00247, 0.02
267000, 0.00253, 0.02
268000, 0.00248, 0.02
269000, 0.00244, 0.02
270000, 0.00249, 0.02
271000, 0.00251, 0.02
272000, 0.00248, 0.02
273000, 0.00237, 0.02
274000, 0.00225, 0.02
275000, 0.00236, 0.02
276000, 0.00252, 0.02
277000, 0.00262, 0.02
278000, 0.00244, 0.02
279000, 0.00229, 0.02
280000, 0.00231, 0.02
281000, 0.00234, 0.02
282000, 0.00230, 0.02
283000, 0.00233, 0.02
284000, 0.00239, 0.02
285000, 0.00237, 0.02
286000, 0.00237, 0.02
287000, 0.00240, 0.02
288000, 0.00229, 0.02
289000, 0.00248, 0.02
290000, 0.00240, 0.02
291000, 0.00233, 0.02
292000, 0.00240, 0.02
293000, 0.00225, 0.02
294000, 0.00230, 0.02
295000, 0.00237, 0.02
296000, 0.00239, 0.02
297000, 0.00239, 0.02
298000, 0.00231, 0.02
299000, 0.00230, 0.02
300000, 0.00226, 0.02
301000, 0.00232, 0.02
302000, 0.00226, 0.02
303000, 0.00241, 0.02
304000, 0.00234, 0.02
305000, 0.00221, 0.02
306000, 0.00236, 0.02
307000, 0.00219, 0.02
308000, 0.00219, 0.02
309000, 0.00232, 0.02
310000, 0.00234, 0.02
311000, 0.00235, 0.02
312000, 0.00233, 0.02
313000, 0.00230, 0.02
314000, 0.00229, 0.02
315000, 0.00240, 0.02
316000, 0.00227, 0.02
317000, 0.00237, 0.02
318000, 0.00236, 0.02
319000, 0.00231, 0.02
320000, 0.00226, 0.02
321000, 0.00217, 0.02
322000, 0.00223, 0.02
323000, 0.00217, 0.02
324000, 0.00221, 0.02
325000, 0.00217, 0.02
326000, 0.00229, 0.02
327000, 0.00231, 0.02
328000, 0.00223, 0.02
329000, 0.00230, 0.02
330000, 0.00216, 0.02
331000, 0.00215, 0.02
332000, 0.00221, 0.02
333000, 0.00237, 0.02
334000, 0.00235, 0.02
335000, 0.00233, 0.02
336000, 0.00226, 0.02
337000, 0.00213, 0.02
338000, 0.00225, 0.02
339000, 0.00221, 0.02
340000, 0.00224, 0.02
341000, 0.00217, 0.02
342000, 0.00224, 0.02
343000, 0.00223, 0.02
344000, 0.00210, 0.02
345000, 0.00212, 0.02
346000, 0.00214, 0.02
347000, 0.00217, 0.02
348000, 0.00218, 0.02
349000, 0.00213, 0.02
350000, 0.00212, 0.02
351000, 0.00207, 0.02
352000, 0.00228, 0.02
353000, 0.00214, 0.02
354000, 0.00211, 0.02
355000, 0.00215, 0.02
356000, 0.00214, 0.02
357000, 0.00225, 0.02
358000, 0.00218, 0.02
359000, 0.00221, 0.02
360000, 0.00205, 0.02
